Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001914	hemorrhage
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001924	infertility
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001929	abnormal gametogenesis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001954	respiratory distress
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0001958	emphysema
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002078	abnormal glucose homeostasis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002083	premature death
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002123	abnormal definitive hematopoiesis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002128	abnormal blood circulation
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002135	abnormal kidney morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002216	abnormal seminiferous tubule morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002270	abnormal pulmonary alveolus morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002314	abnormal respiratory mechanics
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002727	decreased circulating insulin level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002764	short tibia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002801	abnormal long term object recognition memory
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002891	increased insulin sensitivity
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002904	increased circulating parathyroid hormone level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002905	decreased circulating parathyroid hormone level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0002989	small kidney
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003014	abnormal kidney medulla morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003059	decreased insulin secretion
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003109	short femur
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003120	abnormal tracheal cartilage morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003195	calcinosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003196	calcified skin
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003197	nephrocalcinosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003199	calcified muscle
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003205	testicular atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003271	abnormal duodenum morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003402	decreased liver weight
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003409	decreased width of hypertrophic chondrocyte zone
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003633	abnormal nervous system physiology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003644	thymus atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003662	abnormal long bone epiphyseal plate proliferative zone
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003674	oxidative stress
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003786	premature aging
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003795	abnormal bone structure
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003924	diaphragmatic hernia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003946	renal necrosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003985	renal fibrosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0003991	arteriosclerosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004163	abnormal adenohypophysis morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004676	wide ribs
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004692	small pubis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004754	abnormal kidney collecting duct morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004833	ovary atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004894	uterus atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004982	abnormal osteoclast morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004985	decreased osteoclast cell number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004986	abnormal osteoblast morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004989	decreased osteoblast cell number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0004993	decreased bone resorption
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005006	abnormal osteoblast physiology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005017	decreased B cell number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005105	abnormal middle ear ossicle morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005106	abnormal incus morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005159	azoospermia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005217	abnormal pancreatic beta cell morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005292	improved glucose tolerance
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005333	decreased heart rate
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005416	abnormal circulating protein level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005419	decreased circulating serum albumin level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005441	increased urine calcium level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005534	decreased body temperature
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005560	decreased circulating glucose level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005586	decreased tidal volume
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0005665	increased circulating noradrenaline level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006116	calcified aortic valve
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006121	calcified mitral valve
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006133	calcified artery
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006142	abnormal sinoatrial node conduction
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006325	impaired hearing
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006357	abnormal circulating mineral level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006358	absent pinna reflex
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0006396	decreased long bone epiphyseal plate size
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008261	arrest of male meiosis
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008271	abnormal bone ossification
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008325	abnormal gonadotroph morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008373	short malleus
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008374	abnormal malleus manubrium morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008375	short malleus manubrium
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008417	decreased somatotroph cell size
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008436	decreased somatotroph secretory granule number
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0008844	decreased subcutaneous adipose tissue amount
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009125	decreased brown fat cell lipid droplet size
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009172	small pancreatic islets
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009201	external male genitalia atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009212	vulva atrophy
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009763	increased sensitivity to induced morbidity/mortality
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0009866	abnormal aorta wall morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010119	abnormal bone mineral density
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010124	decreased bone mineral content
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010506	prolonged RR interval
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010522	calcified aorta
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010870	absent bone trabeculae
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010895	increased lung compliance
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010900	abnormal pulmonary interalveolar septum morphology
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010908	dilated pulmonary alveolar duct
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0010923	calcified pulmonary alveolus
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0011228	abnormal vitamin D level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0011360	kidney cortex hypoplasia
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0011584	increased alkaline phosphatase activity
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0012143	decreased a-wave amplitude
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0012144	decreased b-wave amplitude
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0012151	increased a-wave latency
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0012153	increased b-wave latency
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0012337	increased vitamin D level
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0013566	dilated gastric gland
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0013624	decreased femur compact bone thickness
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0020010	decreased bone mineral density of femur
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0020040	decreased bone ossification
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0030376	thick zygomatic arch
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0030405	small stapes obturator foramen
Kl	current symbol	MGI:1101771	5	+	150876072	150917282	MP:0030584	skin atrophy
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0000519	hydronephrosis
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0002703	abnormal renal tubule morphology
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0002705	dilated renal tubule
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0003311	aminoaciduria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0004154	renal tubular necrosis
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0005311	abnormal circulating amino acid level
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0005360	urolithiasis
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0009645	crystalluria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0011402	renal cast
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0011405	tubulointerstitial nephritis
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0011799	increased urinary bladder weight
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0020400	cystinuria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0020401	argininuria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0020402	ornithinuria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0020403	lysinuria
Slc7a9	current symbol	MGI:1353656	7	+	35148221	35165461	MP:0030617	hyperglutaminuria
Gip	current symbol	MGI:107504	11	+	95915371	95921657	MP:0002169	no abnormal phenotype detected
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0002631	abnormal epididymis morphology
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0004931	enlarged epididymis
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0005561	increased mean corpuscular hemoglobin
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0005641	increased mean corpuscular hemoglobin concentration
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0008603	decreased circulating interleukin-4 level
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0008639	decreased circulating interleukin-1 alpha level
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0010209	abnormal circulating chemokine level
Slc6a14	current symbol	MGI:1890216	X	+	21581139	21608597	MP:0010210	abnormal circulating cytokine level
Ugt2b1	current symbol	MGI:1919023	5	-	87064498	87074362	
0610012A11Rik		No associated gene					
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0000218	increased leukocyte cell number
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001155	arrest of spermatogenesis
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001156	abnormal spermatogenesis
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001258	decreased body length
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001304	cataract
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001402	decreased locomotor activity
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001417	decreased exploration in new environment
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0001925	male infertility
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002216	abnormal seminiferous tubule morphology
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002764	short tibia
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002784	abnormal Sertoli cell morphology
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002792	abnormal retina vasculature morphology
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002834	decreased heart weight
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0002941	increased circulating alanine transaminase level
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0003795	abnormal bone structure
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0003961	decreased lean body mass
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0004852	decreased testis weight
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0005013	increased lymphocyte cell number
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0005419	decreased circulating serum albumin level
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0010024	increased total body fat amount
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0010097	abnormal retina blood vessel morphology
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0010124	decreased bone mineral content
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0020421	increased freezing behavior
Fndc3a	current symbol	MGI:1196463	14	-	72775386	72947443	MP:0020550	multinucleated giant male germ cells
Hpxn		No associated gene					
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000180	abnormal circulating cholesterol level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000182	increased circulating LDL cholesterol level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000598	abnormal liver morphology
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000599	enlarged liver
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000606	decreased hepatocyte number
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0000607	abnormal hepatocyte morphology
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0001547	abnormal lipid level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0001552	increased circulating triglyceride level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0001556	increased circulating HDL cholesterol level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0001860	liver inflammation
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0002644	decreased circulating triglyceride level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0002702	decreased circulating free fatty acids level
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0003961	decreased lean body mass
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	MP:0004772	abnormal bile secretion
